time,DS_mean,DI_mean,ES_mean,EI_mean,active_mean,infected_mean,DS_std,DI_std,ES_std,EI_std,active_std,infected_std
0,30.18,0.0,62.52,7.3,69.82,7.3,4.616015597893924,0.0,4.952736617265247,2.4269322199023193,4.616015597893924,2.4269322199023193
1,39.62,2.02,33.98,24.38,58.36,26.4,4.422171412326754,1.4489996549343966,8.517018257582874,8.199731702927847,4.417057844312207,8.558037158133867
2,37.72,8.88,19.82,33.58,53.4,42.46,4.728805345962128,3.3978816930552482,5.175673869169115,3.960252517201397,4.741307836451879,5.193110821078249
3,32.76,15.86,18.48,32.9,51.38,48.76,4.231122782430215,4.1952830655392015,3.981155611125996,4.867237409455182,4.878073390181824,4.226393261399133
4,28.06,20.96,16.18,34.8,50.98,55.76,5.0374993796525676,3.504054794092125,3.963281468682233,4.349712634186309,4.7095222687656975,5.136380048244094
5,24.64,24.76,15.3,35.3,50.6,60.06,4.462107125562989,4.081960313378855,3.8065732621348563,4.984977432245808,4.91121166312347,5.025574594014102
6,21.14,28.62,14.92,35.32,50.24,63.94,3.995046933391396,4.6856803134656975,4.180143538205357,4.949505025757626,5.128586549918018,5.42
7,19.0,30.08,13.9,37.02,50.92,67.1,3.862641583165593,4.702509968091509,3.9711459303329564,4.57598076919036,5.086609872990064,4.780167361086848
8,17.14,32.1,13.66,37.1,50.76,69.2,3.638736044287906,4.419275958796871,3.603387295309789,4.640043103248072,4.384335753566326,4.833218389437829
9,16.24,33.6,12.58,37.58,50.16,71.18,3.361904222312111,4.669047011971501,3.1501745983357807,5.095448949798241,4.747041183726975,4.457308604976774
10,15.0,34.54,12.18,38.28,50.46,72.82,3.2680269276736382,5.536099710084709,2.9912539176739914,6.517791036846762,5.8658673697928085,4.320601809933426
11,13.98,36.32,11.52,38.18,49.7,74.5,3.4841928764062415,4.451696305904076,2.808843178249722,4.37579707024903,4.775981574503821,3.6124783736376886
12,13.24,37.34,11.82,37.6,49.42,74.94,2.9567549780122127,4.3525165134666635,4.111885212405618,4.613025037868319,5.157867776513857,4.115385765636073
13,13.22,36.68,11.48,38.62,50.1,75.3,3.1955594189437315,4.580131002493269,3.0347322781425055,5.1415561846584925,5.419409561935692,3.7643060449437424
14,12.84,37.0,11.36,38.8,50.16,75.8,3.3006665993402002,5.1146847410177685,3.057842376578623,5.325410782277739,5.738850059027506,4.098780306383839
15,12.86,37.96,12.04,37.14,49.18,75.1,3.224965116090405,4.911048767829536,3.2370356809896306,5.299094262230103,5.446797224057455,4.350861983561418
16,12.64,37.22,10.82,39.32,50.14,76.54,3.456935058689995,4.332620454182434,3.210545125052753,4.192564847441242,4.270878129846367,4.437161254676237
17,11.9,38.06,11.28,38.76,50.04,76.82,3.001666203960727,4.300744121660809,3.1179480431848123,4.352286755258665,3.820785259603057,4.362063731767338
18,11.56,37.9,11.4,39.14,50.54,77.04,3.3115555257310727,4.539823785126466,3.2,5.035911039722604,5.107680491181883,4.26595827452637
19,11.96,37.84,11.32,38.88,50.2,76.72,3.3224087647368137,4.451336877837938,3.3908111124036386,4.731342304251511,4.841487374764082,4.349896550494046
20,11.38,38.32,11.1,39.2,50.3,77.52,3.155249593930724,3.849363583762905,2.744084546802449,5.043808085167397,4.4237992721189325,4.248482081873478
21,11.94,39.0,10.76,38.3,49.06,77.3,3.52936254867646,4.6,2.9227384419410503,4.721228653645151,5.353167286756505,4.281354925721529
22,11.82,38.06,10.84,39.28,50.12,77.34,3.696971733730189,3.987028969044494,3.3308257234505683,4.449898875255482,4.701659281572836,4.425426533115198
23,11.54,38.52,11.54,38.4,49.94,76.92,3.157277308061489,4.495508869972341,2.55507338446472,4.741307836451879,4.571258032533276,3.724728178001718
24,11.84,39.54,10.94,37.68,48.62,77.22,3.1708673892170265,4.539647563412825,2.901103238424996,4.880327857839061,5.160968901282007,4.031327324839798
25,11.48,38.48,11.48,38.56,50.04,77.04,3.0148963497938035,3.801262948021355,3.3896312483808617,5.028558441541671,4.774767010022583,4.265958274526369
26,12.0,37.66,11.04,39.3,50.34,76.96,3.104834939252005,4.962297854824919,2.897999309868793,5.496362433464518,5.51583175958078,3.8416663051337503
