time,DS_mean,DI_mean,ES_mean,EI_mean,active_mean,infected_mean,DS_std,DI_std,ES_std,EI_std,active_std,infected_std
0,30.38,0.0,63.04,6.58,69.62,6.58,4.647106626708709,0.0,4.029689814365369,2.5929905514675524,4.647106626708708,2.5929905514675524
1,40.34,1.66,22.74,35.26,58.0,36.92,4.2218953089815,1.1594826432508594,9.120986788719739,10.232907700160302,4.261455150532504,10.495408519919556
2,35.06,12.38,19.4,33.16,52.56,45.54,4.96552112068814,5.007554293265326,3.417601498127012,5.235876239943034,4.67829028599124,4.976786111538249
3,29.92,18.62,17.64,33.82,51.46,52.44,4.926824535134167,4.664289870923548,3.6647510147348346,3.891991777997482,4.984816947491653,4.952413553006252
4,26.66,22.7,15.2,35.44,50.64,58.14,4.852257206702877,4.27668095606862,3.0659419433511785,4.870975261690415,4.702169711952132,5.513655774529274
5,22.52,26.56,15.0,35.92,50.92,62.48,4.91218892144836,4.643963824148504,3.40587727318528,4.616665463297076,4.5159273687693435,5.913509956024425
6,20.74,29.94,13.18,36.14,49.32,66.08,4.732060861823313,4.9291378556498096,3.115702168051369,4.372687960511246,4.66235991746669,5.290897844411664
7,18.74,31.82,13.28,36.16,49.44,67.98,4.131876087203003,5.086020055013546,3.256009827994996,4.455827644781606,4.613718673694789,5.33475397745763
8,16.7,33.1,13.1,37.1,50.2,70.2,3.4942810419312296,4.674398357008098,3.430743359681688,3.6290494623248106,4.190465367951393,4.180908992073374
9,15.54,34.72,12.92,36.82,49.74,71.54,2.892818694629859,4.758319030918376,3.2914434523473135,5.5810034939963975,4.586109462278458,4.875284607076801
10,14.6,35.26,11.62,38.52,50.14,73.78,3.638681079732051,4.6165354975349215,2.9522195040342107,4.143621604345648,5.268813908271955,3.7698275822642078
11,13.8,36.54,11.68,37.98,49.66,74.52,3.458323293158116,3.6508081297159407,2.9355749011054035,5.093093362584276,4.654503195830893,4.257886799810441
12,13.32,37.84,11.08,37.76,48.84,75.6,3.2707185754815407,4.144200767337413,3.2177010426700616,4.802332766479225,4.491592145331096,4.13763217311544
13,13.06,37.86,11.44,37.64,49.08,75.5,3.2150272160589872,4.694720438961196,2.8786107760515316,4.893914588547699,5.070857915579966,3.817066936798463
14,12.76,36.9,11.5,38.84,50.34,75.74,3.0434191298603612,4.635730794599704,3.2939338184001206,4.0316745900432,4.92589078238647,4.023978131153299
