time,DS_mean,DI_mean,ES_mean,EI_mean,active_mean,infected_mean,DS_std,DI_std,ES_std,EI_std,active_std,infected_std
44,6.0,45.12,5.68,43.2,48.88,88.32,2.340939982143925,5.070069033060595,2.1488601629701267,4.762352359916264,5.1832036425361485,3.331306050185122
45,5.74,44.64,6.5,43.12,49.62,87.76,2.2610616975217637,5.241221231735977,2.4186773244895647,5.244578152721151,5.469515517849821,3.240740656084655
46,6.18,44.88,5.94,43.0,48.94,87.88,2.3297210133404387,4.667504686660743,1.9637718808456341,4.762352359916263,4.351597407849215,3.0960620148827767
47,6.26,43.42,6.1,44.22,50.32,87.64,2.4150362316122718,4.907504457461042,2.467792535850613,4.588202262324536,5.166972033986636,2.7767607026893764
48,5.96,44.04,6.14,43.86,50.0,87.9,2.3913176284216195,5.49530708878039,1.9900753754569198,5.429585619547776,5.727128425310541,3.0610455730027932
49,5.98,44.58,6.7,42.74,49.44,87.32,2.213504009483606,5.250104760859539,2.4758836806279896,5.309651589322976,5.138715792880552,3.331306050185122
50,5.98,43.42,5.98,44.62,50.6,88.04,2.336578695443404,5.359440269281858,2.709169614475993,4.6728577979647525,5.36283507111677,3.4115099296352636
51,6.34,44.16,6.96,42.54,49.5,86.7,2.5660085736411715,5.9409090213535505,2.5374002443445933,5.296074017609648,5.759340239992772,3.9051248379533274
52,6.98,43.64,5.86,43.52,49.38,87.16,2.6720029940102985,4.848752416859413,2.630665315086661,4.904039151556603,4.582095590447673,3.9716998879572962
53,6.36,44.1,6.44,43.1,49.54,87.2,2.5515485494107297,5.044799302251775,2.228542124349459,4.332435804486894,4.652784112765174,3.3166247903554
54,6.56,42.54,6.2,44.7,50.9,87.24,2.4013329631685814,5.166081687313897,2.6832815729997477,5.389805191284746,4.640043103248073,3.7232244090304305
55,7.08,43.82,6.08,43.02,49.1,86.84,2.5678006153126454,4.227008398382951,2.198544973385807,4.022387350815434,3.6728735344413916,3.264107841355736
56,6.94,43.82,6.08,43.16,49.24,86.98,2.9624989451474915,4.250599957653037,2.5364542179980303,4.649128950674523,4.57628670430514,3.635876785591063
57,6.12,44.22,6.42,43.24,49.66,87.46,2.4136279746472944,4.016416313083095,2.7719307350653626,4.1835869777022685,3.9628777422474184,3.678097334220507
58,6.66,44.62,5.56,43.16,48.72,87.78,2.4381140252252353,4.467169125967809,2.9810065414218734,4.139371933035252,4.275698773300102,3.4830446451344836
59,5.86,43.74,6.64,43.76,50.4,87.5,2.297912095794789,5.687917017678791,2.2517548712060114,5.526517891041339,5.878775382679628,3.014962686336267
60,5.86,42.8,5.84,45.5,51.34,88.3,2.116695537860842,5.149757275833493,1.8693314312876677,4.924428900898052,5.026370459884547,2.8160255680657444
61,6.0,44.32,6.02,43.66,49.68,87.98,2.2891046284519194,4.518583848950908,2.0541664976335294,4.632968810600822,4.183013267968439,3.295390720385065
62,6.12,45.4,5.68,42.8,48.48,88.2,2.268391500601252,4.634652090502587,2.3532105728132366,4.824935232725927,4.784307682413413,3.237282811247729
63,5.88,44.76,6.7,42.66,49.36,87.42,2.1320412753978286,4.917560370752961,2.2561028345356955,4.942104814752516,5.222106854517628,3.237838785362854
64,6.14,44.04,5.66,44.16,49.82,88.2,2.4084019598065436,4.5649096376598735,2.0060907257649143,3.9261176752614024,4.315970342808208,2.891366458960192
65,5.82,44.22,6.22,43.74,49.96,87.96,2.5035175254030078,5.579569875895453,2.410726031717416,5.414092721777121,5.226700680161434,3.224655020308374
66,5.94,44.44,6.12,43.5,49.62,87.94,2.3273160507331188,5.582687524839627,2.103711006768753,5.7523908073078625,6.01295268566118,2.887282459337846
67,6.14,44.02,6.2,43.64,49.84,87.66,2.1072256642324763,4.554075098195022,2.4738633753705965,4.302371439101928,4.670588827974477,3.043747689937522
68,6.4,43.34,6.32,43.94,50.26,87.28,2.280350850198276,4.589596932193501,2.976172038038124,4.540528603587912,4.898203752397403,3.206493411812973
69,6.54,42.8,6.14,44.52,50.66,87.32,2.351254984045754,4.363484845854286,2.1355093069335944,4.708460470259891,4.352516513466663,2.7235271248878723
70,5.66,43.94,6.5,43.9,50.4,87.84,1.8720042734993956,5.14357852083547,2.6248809496813372,4.817675788178362,5.0079936102195655,3.1327942798722037
71,5.88,44.08,6.7,43.34,50.04,87.42,2.122639865827456,4.448999887615193,2.2825424421026654,4.447965827206859,4.029689814365369,2.7863237428554495
72,6.3,43.28,6.64,43.78,50.42,87.06,2.0024984394500787,4.53007726203428,2.3130931671681534,4.72139809802139,4.630723485590561,3.2212419964976244
73,6.8,43.72,5.72,43.76,49.48,87.48,2.545584412271571,4.682050832701413,2.623280389131135,5.022190757030242,4.86719631821031,3.66736962958467
