time,DS_mean,DI_mean,ES_mean,EI_mean,active_mean,infected_mean,DS_std,DI_std,ES_std,EI_std,active_std,infected_std
0,29.96,0.0,62.54,7.5,70.04,7.5,5.302678568421812,0.0,5.632796818632818,2.8722813232690143,5.302678568421812,2.8722813232690143
1,39.46,2.44,33.42,24.68,58.1,27.12,4.750621012036216,1.4987995196156156,9.338286780775155,9.379637519648613,4.850773134253961,10.132403466108128
2,37.98,8.62,16.24,37.16,53.4,45.78,5.4790145099278575,4.175595765875811,5.089440047785217,5.977825691670843,4.586937976471886,8.27113051523188
3,31.22,16.7,13.76,38.32,52.08,55.02,4.887903436034718,5.3637673327615545,4.116114672843797,5.612272267094674,5.702069799642934,6.392151437505216
4,26.56,22.44,10.96,40.04,51.0,62.48,5.254179288908973,5.568339070135726,3.458091959448158,4.745355624186663,4.907137658554118,5.717481963242211
5,21.8,28.4,10.12,39.68,49.8,68.08,4.525483399593904,5.011985634456667,2.7541967976163213,4.442701880612742,4.17612260356422,5.102313200892317
6,18.3,32.36,8.74,40.6,49.34,72.96,3.7589892258425004,5.443381302095234,3.0053951487283666,4.6173585522460785,4.781673347270806,4.647407879667977
7,15.16,35.18,7.76,41.9,49.66,77.08,3.9108055436188587,4.585586113028518,2.0548479262466115,4.708502946797421,5.050188115308181,4.3305426911647
8,12.92,38.04,6.34,42.7,49.04,80.74,3.129472799050984,4.987825177369392,2.4544653185571805,4.6141087980237305,4.762184372743247,3.9284093473058532
9,10.52,38.94,6.22,44.32,50.54,83.26,2.851245341951478,4.5449312426042265,2.435487630845207,4.163844377495393,4.423618428390948,3.8356746473078243
10,8.84,40.4,5.2,45.56,50.76,85.96,2.7882611068549514,4.427188724235731,1.9390719429665315,4.409807252023607,4.55438250479689,2.8422526277584828
11,7.82,40.74,5.16,46.28,51.44,87.02,2.1511857195509645,4.21810383940462,2.419586741573858,5.110929465371244,4.46389964044892,3.2526297053307496
12,6.86,42.28,5.08,45.78,50.86,88.06,2.5140405724649715,4.247540464786651,2.2789471253190583,4.1727209348337695,4.33132774100506,3.4374990909089704
13,6.2,43.7,4.34,45.76,50.1,89.46,2.5377155080899043,4.124318125460256,1.903785702225962,5.038094878026812,4.738143096192854,3.188792875054759
14,5.62,43.62,4.28,46.48,50.76,90.1,2.4074052421642684,5.218773802340929,1.8443427013437605,5.514490003617742,5.179034659084644,2.9
15,5.1,43.92,3.96,47.02,50.98,90.94,2.0124611797498106,5.384570549263887,1.999599959991998,5.017927859186499,5.20572761484886,2.656388525799643
16,4.94,45.36,3.68,46.02,49.7,91.38,1.9121715404220407,4.511141762347976,1.6302147097851865,3.9572212472895676,4.0853396431631,2.622136533439859
17,4.58,45.08,3.8,46.54,50.34,91.62,2.098475637218598,4.906485503901953,1.7776388834631178,5.080196846579865,4.962297854824919,2.741459465321346
18,4.08,44.6,4.16,47.16,51.32,91.76,1.8093092604637826,5.685068161420759,1.9427815111329425,5.147271121672143,5.4678697863061805,2.5263412279421007
19,3.58,45.48,4.18,46.76,50.94,92.24,1.5111584959890871,5.016931332996297,1.996897593768894,4.74366946571955,4.896570228231186,2.502478771138728
